Text,Date,search_term
It’s clear that President Trump does not actually believe in science and doesn’t understand that the only way to save lives is by implementing proven methodologies that have been shown to reliably flatten the curve and save lives – with early and frequent testing for COVID-19. ,04/09/2020,covid-19
BREAKING: Today Scripps Health launched the fastest available #COVID19 test for patients being cared for in our five hospitals. The test can deliver a positive result in 5 minutes and a negative result in 13 minutes. Learn more http://www.scripps.org/6938t,04/09/2020,covid-19
FRISCO COVID-19 Update: Denton and Collin County each confirm 4 new Frisco cases of COVID-19 bringing Frisco’s daily new confirmed cases count to 8. ,04/09/2020,covid-19
It was definitely covid-19,04/09/2020,covid-19
Just got an email from geico and 10000% appreciate their response to COVID-19 ,04/09/2020,covid-19
"*Maundy Thursday* . “A new commandment i give unto you, that you love one another: as i have loved you. By this the world will know that you are my disciples” John 13:34-35 . . #jamiekimmett #easter #love #covid19 ",04/09/2020,covid-19
People dying from covid-19. What's your point?,04/09/2020,covid-19
Is there a tax I can pay to stop Covid-19? Or does that only work for climate change? #Covid #Covid19 #COVIDCanada #covid19Canada #covidMB #CoronaVirus #CoronaVirusCanada #Corona19 #StopTheSpread #FlattenTheCurve #PayYourTaxes #PayTheTax,04/09/2020,covid-19
Went out for groceries today #covid19 #goblue #hail,04/09/2020,covid-19
Like when Republicans were calling COVID-19 a conspiracy or a hoax?,04/09/2020,covid-19
It's been 100 days since China alerted the WHO about COVID-19. It seems like a decade ago. ,04/09/2020,covid-19
Peanut butter has won the day today during this quarantine. Know what? I’m totally ok with that. #thursdaythoughts #covid19,04/09/2020,covid-19
"Premier Brian Pallister, Mayor Brian Bowman to give update on COVID-19 measures at noon | CBC News ",04/09/2020,covid-19
#Florida wonder why your unmployment site is a joke!? What the hell is the point of all this!? We are unemployed because of #Covid19 !! Delete 17 pages of this process and you will receive LESS complaints!! ,04/09/2020,covid-19
Soooomebody up there doesn’t want me to travel. #CoVid19 #Quarantine #Lockdown #Citizenship – at Old Meadowvale Village,04/09/2020,covid-19
"Estoy bien Hugo, MIL GRACIAS! Aca seguimos al pie del cañon en mi ciudad. Hoy estuve cubriendo 1 iniciativa solidaria: Restaurantes q se unen p/ llevar comida sana a distintos hospitales en #NYC #HospitalWorkersUnited Recorrimos el @BellevueHosp &amp; el @nyphospital #Covid19 ",04/09/2020,covid-19
I'm so freaking tired of COVID19 showing up thinking it can just ruin any and everything 2020 had planned. The AUDACITY.,04/09/2020,covid-19
"Why doesn't Dr. Fauci quit and begin working as a medical consultant for the networks,? He can rotate everyday and give us the truth about COVID 19. I am sure he would have no problem pitching this idea!",04/09/2020,covid-19
"Join @bereanwpb &amp; @ChrSchPBC in prayer #inyourdriveway from 8-10am on Easter morning. Pray for the COVID-19 crisis &amp; for those afflicted w/ the virus, for E-Learning, the safety of the BCS family &amp; that God will give you opportunity to share the gospel on Easter Weekend. ",04/09/2020,covid-19
"The virus is tearing across the Navajo Nation, the largest Native American reservation in the U.S., killing 20 people there so far — compared with 16 in all of New Mexico, with 13 times the population. Donate to Navajo & Hopi Families COVID-19 Relief Fund @gofundme",04/09/2020,covid-19
"New #COVID19 data from Florida Department of Health; almost 17,000 positive known cases 17 additional people have died who tested positive for COVID-19 in Broward, Charlotte, Citrus, Dade, Manatee, Orange, Osceola, Palm Beach, Polk and Sarasota counties. RIP. ",04/09/2020,covid-19
1st Easter In 26 Years That I’m Missing. Fuck You COVID-19 ,04/09/2020,covid-19
I probably should do that. This lady thinks states are inflating the numbers of deaths and people sick from covid-19 . I made a comment and she came back called me the c word said fuck NYC and her exact words were die ho. She was a peach.,04/09/2020,covid-19
"Las personas con #diabetes deben seguir ciertas medidas preventivas para protegerse del #COVID-19. Visita nuestro sitio web https://bit.ly/QuEnCasa para saber cómo cuidar tu #salud y la de tu familia, con esto ayudamos a que los hospitales no se saturen. #QuédateEnCasa",04/09/2020,covid-19
Thank you @Scott_Maxwell but @GovRonDeSantis why are we unable to get past the pending status?? We’re three weeks in and still no update. #FLunemployment @FLDeptofState #helpfail #COVID19 ,04/09/2020,covid-19
"...#COVID19, sure... that “region” could open up. However, at the same time, no other people from any other region would be able to go into that particular region. And vice-versa. What a mess. Until we get down to virtually near zero known cases, there’s no way we can...",04/09/2020,covid-19
"Cute, how are you holding up with the Covid19 @Kate_Chastain looks nice where your at right now ",04/09/2020,covid-19
"This just came to mind... The only way we can “open up” anything, is if there are literally ZERO active cases of #COVID19, in a particular area, I suppose... still thinking out loud...And if there are known active cases at that time, whenever that time comes... all known...",04/09/2020,covid-19
Yeah! #Nantucket STAY HOME SAFE LIVES COVID-19 cases in Mass. https://on.wcvb.com/2vtg1Ze #Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://www.instagram.com/p/B-x4H43D4JO/?igshid=f65dttfzok4f,04/09/2020,covid-19
One Rona won’t stop @NLC’s virtual institute with our @NLC_Atlanta’s very own @StaceyChavis! #NLCFamily #COVID19 ,04/09/2020,covid-19
Day ??? Of Quarantine: watched one video of David Blaine and I think he can make COVID-19 disappear,04/09/2020,covid-19
"De la pandemia Covid19 aprendi , que los Derechairos , no entraban a clases pues no saben de estadística , ni de historia (por eso no se acuerdan que se los chingon el PRIAN)",04/09/2020,covid-19
Surprised by the strong initial skew of the results here. There’s not a good blueprint for making *any* coronavirus vaccine. And tremendous pressure to rush things for COVID-19. ,04/09/2020,covid-19
"New habits during #COVID19: thank all grocery store employees, postal workers, UPS/Amazon drivers for their service. Wave hi on walks/runs. No one normally does this in Ann Arbor, but people always do this in Northport, Mi before covid. #culturechange #gratitude #solidarity",04/09/2020,covid-19
SOME PEOPLE NEED IMMEDIATE HELP BECAUSE THEY ARE DYING! THAT’S THE ONLY REASON TRUMP SUGGESTED THIS DRUG! IT’S ALSO CHEAP AND HAS BEEN ON THE MARKET SINCE 1955! BIG PHARMA DOESN’T WANT A CHEAP SOLUTION TO COVID-19... THEY WANT EVERYONE TO GET THE VACCINE SO THEY CAN MAKE BILLIONS,04/09/2020,covid-19
"#NewYork fra ritardi inaccettabili nella preparazione all'emergenza e best practice durante l'uragano #Covid19. Sara' assolto dalla storia il Governatore Cuomo? Forse sì, per queste parole ispirate e il mantra #NewYorkTough che sta dando coraggio a tanti",04/09/2020,covid-19
Inequality is spreading COVID-19 https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(20)30085-2/fulltext #PDoH #SDoH #Interdependence,04/09/2020,covid-19
"“Yo no tuve en principio ni fiebre ni tos fuerte, pero sí anosmia, síntoma del COVID-19”, relata mujer ",04/09/2020,covid-19
@SB_TrackField Missing track SZN 2020 #clearedit #ghettohighjump #covid19 #therona2020,04/09/2020,covid-19
But this ‘ebbing’ you call it. Could it be a calm before the storm? Or we want to find out? #covid19 #NewYork,04/09/2020,covid-19
Just a question what are others thought on a conspiracy theory on COVID -19. ?? Oh I have mine,04/09/2020,covid-19
First Responder Hazard Pay for COVID-19 Petition ,04/09/2020,covid-19
"Such a novel idea to test people’s antibodies for ones who had Covid-19 and recovered. It’s easy to administer, takes a few minutes and you don’t feel like your getting “stabbed in the brain” This is one of the… https://www.instagram.com/p/B-x340lB9wH/?igshid=1l6pzp66tnsw8",04/09/2020,covid-19
Top down in COVID-19 like fuck it I’m BLESSED &amp; touched by God. ,04/09/2020,covid-19
My high school coach just died from #Covid19 ,04/09/2020,covid-19
My gma just tested positive for COVID-19 just great ,04/09/2020,covid-19
No way! #COVID19 ,04/09/2020,covid-19
Apenas iba por una #cerveza para mitigar la #calorsh pero ya se me quitaron las ganas #beerlover #quarentena #covi̇d19 #CoronaVirus #quedateencasa #culitoperosanito #SusanaDistancia #QuieroVerteDeNuevo #enjoy… https://www.instagram.com/p/B-x32UBgWZu/?igshid=1ribk7o07wvbs,04/09/2020,covid-19
What is your church doing to help during this #covid19 season . #BeatingCorona #AllInThisTogether #COVID19US .,04/09/2020,covid-19
There's a fuckin surprise. Republicans Who Watch Fox News More Likely to Believe COVID-19 Falsehoods: New Poll https://www.thedailybeast.com/republicans-who-watch-fox-news-more-likely-to-believe-covid-19-falsehoods-new-poll?source=twitter&amp;via=desktop via @thedailybeast,04/09/2020,covid-19
Government started the up tick with this Covid 19 BS. Truths are coming to light ,04/09/2020,covid-19
How @NASA personnel of that day pulled this rescue off with the crude program language of that era is truly the miracle we seek in #COVID19 relief half a century later #Apollo13at50,04/09/2020,covid-19
Apoya la recuperación verde y justa de México ante el COVID-19 https://act.gp/3dQxxYw vía @greenpeacemx,04/09/2020,covid-19
" covid-19 pandemic quarantine these are the people of Granville, Ohio | April 2020 . the Miller Family Thresher Street . . PLEASE READ . as a documentary / editorial photographer who lives in Granville, Ohio i… https://www.instagram.com/p/B-x3z-Dgw8M/?igshid=1dvz1s7qnn6l3",04/09/2020,covid-19
The @CityofEdmonton has eliminated ‘beg buttons’ for pedestrians at many crossings to promote physical distancing. #Covid19. #yegdt #yegwalk – at MacEwan University,04/09/2020,covid-19
Not a single plane in sight. Covid-19 is really something ... ,04/09/2020,covid-19
"Tragedy + unfairness. Urban African-American communities hit disproportionately with #COVID19, #SARSCoV2. So many people of color start with disadvantages. Activists rightly demanding to know if less care is being provided to them. #NoOneIsExpendable.",04/09/2020,covid-19
@realDonaldTrump @NYGovCuomo @NYCMayor Is this True or Fake News ? Are these #COVID19 Victims? ,04/09/2020,covid-19
"FOTO muestra dos visiones ante el COVID-19 en la CdMx: Una mujer pone la muestra, 2 enamorados no ",04/09/2020,covid-19
Why government think is ok to treat a Covid19 patient and not treat ANY other medical condition? That's crazy,04/09/2020,covid-19
‘American shame’: Doctors spit fire at Trump’s ‘sinful incompetence’ on COVID-19 pandemic | Raw Story https://www.rawstory.com/2020/04/american-shame-doctors-spit-fire-at-trumps-sinful-incompetence-on-covid-19-pandemic/ via rawstory,04/09/2020,covid-19
El primo de una persona que tkm fue diagnosticado con #COVID19 tiene solo 21 años pero la gente mollera sumida sigue diciendo que es un invento de la oposición.,04/09/2020,covid-19
Sheinbaum pide usar cubrebocas en el transporte público de CdMx para evitar contagios de COVID-19 ,04/09/2020,covid-19
"This is such bad logic. The entire world shut down and we will still be losing over 100,000 people worldwide. COVID-19 is a terrible, very contagious virus that kills 1 in 100 people who catch it and nobody was immune.",04/09/2020,covid-19
I hate the fact that everybody in this planet from the country are blaming their president / minister for this covid19 issues. Why?,04/09/2020,covid-19
Watching @fullsizerunshow COVID-19 edition and I swear @brendandunne ‘s sneaker collection is one hard cough away from completely falling over on his head.,04/09/2020,covid-19
"México necesita hospitales para atender crisis del COVID-19, y 306 están parados por la corrupción ",04/09/2020,covid-19
"A quarantine/COVID-19 experience - My little guy, with his sensitive stomach, wasn’t feeling too well on Tuesday, but knowing this has happened before, I wasn’t overly worried. But in the evening (everything happens… https://www.instagram.com/p/B-x3o2yg8dh/?igshid=3v22qouau1zt",04/09/2020,covid-19
"TBD months from now, we’re not going to be able to have an honest, authentic conversation about COVID-19 in Philly without also talking about racial justice, economic mobility, and social inclusion. How about we start that now?",04/09/2020,covid-19
" LISTEN: Today is my Grandmama’s 89th birthday. Celebrations were different this year due to #COVID19 #StayAtHome orders. In true 2020 fashion, we Zoomed in for a virtual party. Children, grands, great-grands. Here’s part of a speech she wrote, including her #Easter blessing.",04/09/2020,covid-19
"While the whole world is being impacted by COVID-19, one positive of this is that it has given us the chance to slow down our normally busy lives, recharge &amp; appreciate the little things in life - such as reconnecting with nature and enjoying more time with family. #COVID19 #yyj",04/09/2020,covid-19
Coronavirus: Listos centros de aislamiento para contagiados de COVID-19. Sec. Marina ,04/09/2020,covid-19
"what do you do. if you gave the testing site all your info. covid 19 test taken, quarantined for 14. called for results after 5 day on 19 day I found out that my test was lost. I have to hound the people down to see what is going on. Not fair at all.",04/09/2020,covid-19
"https://www.eleconomista.com.mx/opinion/Reclamo-al-profesor-Lopez-Gatell-20200409-0008.html PORQUE ESTOS COMENTARIOS. QUE DEN GRACIAS A QUE LAS ACCIONES EMPRENDIDAS CONTRA EL COVID-19, HAN SI EFECTIVAS, PORQUE SI NO, DE OTRA MANERA, ESTUVIÉSEMOS EN LA SITUACIÓN DE ESTADOS UNIDOS, POR EJEMPLO",04/09/2020,covid-19
"@CNN @ChrisCuomo The USA has 4.25% of the world’s population, 30% of the world’s cases of COVID-19, and 17% of the World’s COVID-19 deaths. Let that sink in. @realDonaldTrump Owes you an explanation!",04/09/2020,covid-19
"From ICE detention centers to prisons like Cook County jail, these facilities are hot spots to spread COVID 19. Every day that passes without the appropriate health support puts more lives at risk—staff and detainees included. 1/2",04/09/2020,covid-19
Ya van 43 contagiados por covid-19 en el hospital 72 de Tlalnepantla edomex. https://lasillarota.com/amp/nacion/residentes-de-hospital-de-tlalnepantla-exigen-disculpas-a-autoridades-coronavirus-positivo-trabajadores-covid-19/379436?__twitter_impression=true,04/09/2020,covid-19
"O condado aqui (Santa Clara) foi o mais atingido pelo COVID-19, na Bay Area",04/09/2020,covid-19
Social Distancing it's the solution. #xsocialmarketing #covid19 #covid_19 #cover #svminsurance #svmsegurosmedicos #segurosmedicos #health #healthinsurance @Centro de Inscripcion para Seguros Médicos https://www.instagram.com/p/B-x3bbEj8Bh/?igshid=1kg2p7zkl195q,04/09/2020,covid-19
Coronavirus Disease 2019 (COVID-19) https://www.cdc.gov/coronavirus/2019-ncov/community/critical-workers/implementing-safety-practices.html?campaign_id=9 via @CDCgov,04/09/2020,covid-19
I’m starting to understand why the dog tries to run out of the house every time the front door opens ..... #stayhome #covid19 #isolation,04/09/2020,covid-19
Mooood #ForeverAlone #SingleProbs #Lockdown #COVID19 ,04/09/2020,covid-19
My first year at @CHS_Indians was absolutely amazing and I was totally excited and looking forward to getting back to class...and then #COVID19 ,04/09/2020,covid-19
Fantastic insight from @GoffPublic VP of Government Relations @ElizabEmerson on lobbying during #covid19. ,04/09/2020,covid-19
Covering efforts made to feed Virginia children during the COVID-19 outbreak: ,04/09/2020,covid-19
Did y’all #hear #berniesanders #tests #negative for #president and again for #covid19 @Rhode Island https://www.instagram.com/p/B-x3WJ7Fnwz/?igshid=ct0ql5y4q6z0,04/09/2020,covid-19
".@stevenmnuchin1, the US must lead the global response to #COVID-19. At the G20, commit to cancel 2020 debt payments for the poorest countries and emergency funding where it's needed most!",04/09/2020,covid-19
¿Quién piensa que los trabajadores contratados para Contingencia de #Covid_19 deben tener un seguro de vida o prestaciones para su familia en caso enfermar o fallecer? @Tu_IMSS @zoerobledo @SSalud_mx @ISSSTE_mx,04/09/2020,covid-19
Burke County | Gov. orders stores to limit customers; COVID-19 cases rise to 42 in Burke ,04/09/2020,covid-19
My HPS BFF is in need of our help and support! Her father is ill with Covid-19 and the family has decided on this new treatment. Please read and watch the short clip. I love you friend and I’m praying for your dad https://www.wfsb.com/news/trinity-health-of-new-england-approved-to-begin-plasma-testing/article_859c2426-7aa5-11ea-a954-5386bc231304.html @soniatamburro @Hartford_Public,04/09/2020,covid-19
Quarantine garaoke challenge 4. Can you guess what am I singing? Hint: the biggest 80s hair metal band #coronavairus #covid_19 #covid #garaoke #garglekaraoke #garglesingingchallenge #garglekaraokechallenge #quarantinelife #gargleaway #gargle,04/09/2020,covid-19
"Durante la #TertuliaCentroPolítico del pasado miércoles el Dr. @LuisSolariF explicó la Estrategia de las 5T, teniendo en cuenta las principales acciones que se deben llevar a cabo en cada región para combatir el #COVID19. ",04/09/2020,covid-19
Gómez Palacio llega a ocho contagios por virus covid-19 http://dlvr.it/RTVjgz @MeganoticiasTVC,04/09/2020,covid-19
"If #covid19 was a person, he'll probably think Carole Baskin is sexy AF! #fact",04/09/2020,covid-19
"Para la #FamiliaDGRH lo más importante es tu Salud y Bienestar , Si te encuentras en los grupos vulnerables por el COVID-19, la DGRH pone a tu disposición el portal SIGNARH para que envíes tu solicitud. #YoElijoIdentidadyBienestar #FamiliaISAPEG",04/09/2020,covid-19
This is the right decision to stop COVID-19 Spread ! #Montgomery County #Bethesda #Maryland,04/09/2020,covid-19
"Someone should hold a ""Covid-19 is a hoax"" convention. I say issue them an unlimited attendance permit. I want to see them prove it ",04/09/2020,covid-19
So UK is laying off healthcare staff at the same time they are converting Nutter Field House into a 400 bed makeshift Hospital to handle the Covid-19 Surge. Makes sense. ,04/09/2020,covid-19
I appreciate the info! #insurance #autoinsurance #statefarm #covid19,04/09/2020,covid-19
And #covid19 deaths are now conveniently starting to decline as well ,04/09/2020,covid-19
Hay Hay America: The last straw.....where are the Russian COVID-19 stats?,04/09/2020,covid-19
As if 4/6 there were ZERO deaths in children from Covid19. Initially 3 of which two were walked back and one is still under investigation.,04/09/2020,covid-19
How many families in #Uganda have this much room in their house to jog back and forth? #coronavirus #COVID19 ,04/09/2020,covid-19
What do you think of our NEW Camo Mask?! Combat Corner masks do come in multiple different styles and sizes! Combat Corner is donating 10% of all face mask sales to the United Way COVID-19 Community Response and… https://www.instagram.com/p/B-x3IJcJ5a6/?igshid=qgf370piyto0,04/09/2020,covid-19
Thanks to all our front line workers during COVID -19. Praying for all of you! #kindness #lentenjourney,04/09/2020,covid-19
there’s three cases of covid-19 at my job LIKE WTFFFFF,04/09/2020,covid-19
"Because of the COVID-19 pandemic, delegate caucuses will be occurring via mail-in ballot. If you would like to support me, please fill out the form at the link below and indicate that you would like a ballot for JOE BIDEN (I am not on the ballot for Sens. Sanders or Warren)",04/09/2020,covid-19
The United States Is Where Covid-19 Deaths Are Being Under-Reported - LA Progressive ,04/09/2020,covid-19
You forgot the part about different regions kicking back up the spread of covid-19 because they followed Trump's economy orders.,04/09/2020,covid-19
"Even now, during #covid19, charters are getting special treatment. It seems like even though public schools are required to file amendments to TEA to show changes in Ed plans during crisis, charters don’t have to. https://tea.texas.gov/sites/default/files/Charter%20Amendments%20%26%20Funding%20Items%20March%2019%202020.pdf #txed #txlege",04/09/2020,covid-19
"9 enfermos de Covid 19, 1 sólo respirador, venga Pedrito Sola te esperan muchos programas por grabar para entretener. ",04/09/2020,covid-19
#BREAKING @AlamedaCounty Health Dept updated numbers for #Gateway Care Center: 7 deaths and 65 total cases of #COVID19 #CoronavirusOutbreak The cases include 40 residents and 25 staff members.,04/09/2020,covid-19
"If you've lost your job or lost hours due to #COVID-19, @DCHunger has resources to help apply for SNAP. Learn more about how you can access benefits to buy food at grocery stores and other food retailers. https://www.dchunger.org/federal-nutrition-programs/snap/",04/09/2020,covid-19
"If you are thinking we can safely go out & about soon, be aware that Hong Kong, Singapore, and Wuhan have reported that they relaxed restrictions and have started having outbreaks again including some people who had recovers from COVID-19 and are now testing positive again.",04/09/2020,covid-19
@AppleSupport @Apple @applenws I lost my job because of the Covid-19 aka Coronavirus pandemic. I have no money. Please take pity on the less fortunate. You are a multi trillion dollar company ... have a heart. Your response below: ,04/09/2020,covid-19
#coronavirus #COVID19 #NYC,04/09/2020,covid-19
"I’m 100% in favor of #CFP expansion. Who’s to say 1998 #Tulane, 2008 #Utah, or 2017 #UCF didn’t deserve a chance at a natty just because of their conference? Of course this is assuming I don’t die of #Covid19, in which case I wouldn’t care if they changed the playoff format.",04/09/2020,covid-19
@Gladwell looking forward to tonight’s discussion about life after #covid19. @JoeBabaian @Colin_Hung @hcldr this would be a great follow-up to Tuesday’s tweetchat #hcldr TY for flagging @ZaynaKhayat!,04/09/2020,covid-19
Some friendly reminders for Prescott this weekend! THANK YOU for doing your part in slowing down the spread of COVID-19. Special thanks to our community heroes for their extraordinary efforts in helping to keep Prescott safe. We’re all in this together http://www.prescott.ca/COVID19,04/09/2020,covid-19
"Great article about the #ClinicalTrials for #COVID19 therapeutics, why we can’t all just be taking meds with no proven efficacy and about why they are using adaptive trial design. ",04/09/2020,covid-19
18:45 Oficiales de #Tránsito realizan recorrido con perifoneo en la Clínica del IMSS de Municipio Libre entre Dr. Vertiz y División del Norte para invitar a la ciudadanía a retirarse de las calles y prevenir #COVID-19. #QuédateEnCasa,04/09/2020,covid-19
A birthday party - and a funeral. The CDC traced it down to two large family functions that led to widespread COVID-19 cases. ,04/09/2020,covid-19
& you know we have reached peak 2020 when #OrangeIsTheNewBlack author is asked to give her commentary on #covid19 and asked for her solution ... ,04/09/2020,covid-19
Covid-19 Movie Cast POTUS - Alex Baldwin VP - Daniel Day Lewis Dr. Fauci - Steve Carrell Dr. Birx - Allison Janney NY Gov - Robert Deniro CA Gov - Patrick Dempsey US Surgeon Gen - Damon Wayans Jim Acosta- Mark Ruffalo (Wins Oscar for role) #covidmoviecast #lockdown,04/09/2020,covid-19
Everyday @7pm in NYC our heroes get the cheer & standing ovation that they always deserve. #Corona #nyc #covid19 #heroes #frontlineworkers #essentialworkers #nurses #healthcareworkers… https://www.instagram.com/p/B-x2xh8B8wf7S42ZZ6PBvegG-l7W_v8ocYu_Jg0/?igshid=wwd7lzghz0p1,04/09/2020,covid-19
Me parece sensato tu tuit. La @CConstitucional está próxima a analizar el régimen jurídico que declaró como emergencia sanitaria la epidemia covid-19,04/09/2020,covid-19
More or less predicting 1 in 1000 Britons will die from Covid19.,04/09/2020,covid-19
Je trouve triste que nous avons eux besoins du covid19 pour faire du ménage un peux partout sous toutes ces formes .,04/09/2020,covid-19
Unbelievable @PattyHajdu &amp; @JustinTrudeau don't want this quick Canadian test for #Covid_19 to be used in #Canada it is in use in the USA &amp; EU. CONTACT your MP &amp; retweet. #cdnpoli #CoronavirusOutbreak #CoronaVirusCanada,04/09/2020,covid-19
LIVE at 5 on arizonasfamily from mom and dads with the proper #socialdistancing Why here? Because I attack a desert invader with my in-laws on camera tonight at 8 PM on 3TV! #keepingitreal #covid19… https://www.instagram.com/p/B-x2vPynJbV/?igshid=104gp3uwijaa4,04/09/2020,covid-19
Si todos estos estuvieran infectados en estado crítico por Covid-19... ¿A quién o le darías el respirador para salvarle la vida? ¿Y por qué a #PedritoSola?,04/09/2020,covid-19
"2020 doesn’t start until COVID-19 is all taken care of, right?",04/09/2020,covid-19
#covid19 walk and art ,04/09/2020,covid-19
"TechCrunch: Commercial real estate could be in trouble, even after COVID-19 is over. ",04/09/2020,covid-19
"So SO proud of all the incredible work my classmates at @columbiajourn are producing during these strange times. If you haven’t already, check out our coverage of COVID-19 at https://medium.com/columbiajourn. I promise you it’ll be worth it.",04/09/2020,covid-19
"Who be gettin down on this #covi̇d19 anthem from @delhiero #washyoass @Belton, Missouri https://www.instagram.com/p/B-x2s1opzEz/?igshid=alvpzunhunh7",04/09/2020,covid-19
#COVID19 Any publicly traded company gets bailout from @realDonaldTrump should have a salary cap. There should be no reason CEO should make this pay for #horrible performance. @BillOReilly @stevenmnuchin1 @seanhannity,04/09/2020,covid-19
"If you have lost a family member to Covid-19, please SUE FOX NEWS TILL RUPERT MURDOCH BLEEDS. ",04/09/2020,covid-19
Yup. Home haircuts with dog grooming clippers starting tomorrow at my house. #homehaircut #covidhaircut #covid19 ,04/09/2020,covid-19
"Actually, it's postponed due to Disney finally putting their foot down. Dana White was gonna go forward with it in spite of the COVID-19 pandemic. Shout out Disney, ty.",04/09/2020,covid-19
JOIN US TONIGHT @8:30pm EST as we are here and are concerned during COVID-19 pandemic for the mental health &amp; well-being of our Black &amp; Brown folks! We are ready to listen on our “Online Community Support: Live Zoom… https://www.instagram.com/p/B-x2o8uBk69/?igshid=c3fsdtzgqz7w,04/09/2020,covid-19
"Why NOT test ALL employees of each company for COVID-19 before it is allowed to reopen? Is Trump really that stupid to not recognize the benefit of targeted testing? YES, he is an imbecile!!!",04/09/2020,covid-19
Not sure that Evangelical folks want run into any of the families of dead COVID-19 patients for the next couple of decades because they will remember the Evangelicals congregating and spreading the COVID-19 virus. ,04/09/2020,covid-19
Seems like this is a backwards reply. The Bernie supporters should explain what they achieve by sitting out? Is the county better off? When we have COVID19 round 2 in 2021 will we be more prepared with trump elected? Will the Court swing you the left with Trumps 2nd term?!,04/09/2020,covid-19
The signs are there.... This is Day 1 of my Mullet. #StayHome #PhysicalDistancing #COVID_19,04/09/2020,covid-19
"New executive order on Kentucky workers compensation, extending temporary total disability for people who are quarantined due to exposure to COVID-19. https://bit.ly/2UUjUQC #DanvilleKentucky #DanvilleKY #TeamKentucky #HealthyAtHome #Patriot",04/09/2020,covid-19
" New Jersey Covid-19 Update: Please share with other contractors in New Jersey. As Governor Murphy has been updating the social distancing rules. As of tomorrow, Friday, April 10,2020 all non essential… https://www.instagram.com/p/B-x2kVRpoYS/?igshid=1q275t37dyf9w",04/09/2020,covid-19
I make a post on the community Facebook page about support for the local homeless during #COVID19. One like. Someone posts about the local biker rally being cancelled due to #coronavirus. 20 13 10 9 Comments. #johnstownproud...,04/09/2020,covid-19
That covid19 shake wow ,04/09/2020,covid-19
"#BigCliveDotCom discusses and #educates you on the #5G situation. You can't get #Covid19 from #5GTOWERS, stop burning them down. Enjoy his #britishaccent.",04/09/2020,covid-19
@FLOTUS Melania Trump Addresses America In #COVID19 PSA Brandishing Face Mask ,04/09/2020,covid-19
"COVID-19 Quarantine Day 25: Big hair, bigger straw, BIGGEST GIN DRINK. #HUGEGinnyGinGinGinDrink #24OunceMasonJar #NightyNightYall #coronavirus #quarantine #Booze #gin #INeedAHairCut @aviationgin @SDM Vegan Kitchen https://www.instagram.com/p/B-x2jXdho3D/?igshid=u6bvq69nrnp0",04/09/2020,covid-19
"This is a story about one of my client's dad. With her permission and at her request, I share it with you because she wants everyone to know what a great man her daddy was and she wants everyone to take all of the warnings about #COVID19 seriously and to stay safe. ",04/09/2020,covid-19
Administration telling us about new PPE recommendations. Us: we have questions Administration: follow us blindly #NurseTwitter #covid19 ,04/09/2020,covid-19
"COVID19 is definitely showing you who has talent and who doesn’t. In all industries...especially politicians. And, news anchors and reporters...there is also a significant new found respect for quality studio lighting. ",04/09/2020,covid-19
Interesting to see both @Apple &amp; @google (https://docs.google.com/forms/d/e/1FAIpQLSf7w3OvL1NrJzqys3I5YPOCFBgkJW0R8j6X1cXTIzEu_f44gA/viewform) creating complementary kids’ #education (#Homeschooling) initiatives during #covid19 @chrissyfarr,04/09/2020,covid-19
The City of Huntington Beach closes beachside metered parking along PCH effective April 10th until further notice and Orange County recommends the use of face coverings to slow the spread of COVID-19. #huntingtonbeach #onehb #hbready,04/09/2020,covid-19
I'm ferverently hoping every one of those FOX monsters gets Covid-19 &amp; SUFFERS!,04/09/2020,covid-19
Tenía 5 días sin entrar Twitter... en detox del #covid19,04/09/2020,covid-19
Covid-19 + cenizas,04/09/2020,covid-19
We will need Covid 19 passports to document antibody immunity for society to rapidly reintegrate. NHL wouldn’t open arenas to fans without vetting all fans due to liability.,04/09/2020,covid-19
"26,519 casos de #COVID19 ¿Soy el único al que, en este momento, le dan ganas de agarrar a putazos a López? #COVID19mexico #Estimados #Centinela #COVID #AmericaLatina #AMLOfueraYA",04/09/2020,covid-19
The City of Huntington Beach closes beachside metered parking along PCH effective April 10th until further notice and Orange County recommends the use of face coverings to slow the spread of COVID-19. #huntingtonbeach #onehb #hbready https://hbready.com/2020/04/09/city-closes-beachside-metered-parking-along-pch-orange-county-recommends-the-use-of-face-coverings-to-slow-the-spread-of-covid-19/?fbclid=IwAR0TVAPlw27tMe7tJSfF0GkytPlbaOMk7IOAPmh8JPNcXZkN2ofRyTir8VI,04/09/2020,covid-19
"Now in the final round of the @RTDBrainTrust championship. Since this battle started, I’ve been covering COVID-19 and VCU relentlessly. It’s nice to take a little break and not only reflect on some of the work I’ve done, but introduce myself to you guys: ",04/09/2020,covid-19
"What REAL leadership looks like: Obama - Ebola Epidemic 11 deaths worldwide Trump - Covid 19 became Pandemic 14,635 US only (thus far) 94,850 worldwide (US has 15.429% of overall deaths) Note: Obama left Trump an entire pandemic team AND a playbook of learned experiences. ",04/09/2020,covid-19
